"","X","SeriousDlqin2yrs","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents","agecat","incomecat"
"83812",86995,0,0.000378939,64,0,0.241806452,3874,7,0,1,0,0,"middle","middle"
"50015",51934,0,0.038969202,57,0,0.233784747,5611,4,0,1,0,0,"middle","middle rich"
"70633",73303,0,0.093745313,47,0,56,0,1,0,0,0,2,"middle","poor"
"73835",76628,0,0.196150999,36,0,0.137363483,6500,4,0,0,0,0,"young","middle rich"
"50647",52593,0,0.446831063,61,0,0.256751437,12700,9,0,0,0,2,"middle","rich"
"94729",98312,0,0.232053422,54,0,0.913397363,6142,14,0,4,0,0,"middle","middle rich"
"101296",105148,0,0.846895567,47,0,0.305959205,7500,8,0,2,0,1,"middle","middle rich"
"80703",83752,0,0.013246688,27,0,0.184362506,2250,4,0,0,0,1,"young","poor"
"79871",82891,0,0.057486935,32,0,0.326557814,3000,4,0,1,0,1,"young","poor"
"115250",119573,0,0.554119616,63,0,0.900107411,930,16,0,0,0,0,"middle","poor"
"109387",113495,0,0.081679506,64,0,2499,5400,5,0,1,0,0,"middle","middle"
"70953",73635,0,0.027639861,56,0,0.085939162,4700,13,0,0,0,0,"middle","middle"
"5664",5879,0,0.047888462,74,0,414,5400,15,0,0,0,0,"middle","middle"
"131436",136355,0,0.754424316,70,0,4940,5400,6,0,2,0,2,"middle","middle"
"25213",26183,0,0.247389596,44,0,0.165041398,5434,4,0,0,0,3,"young","middle rich"
"114560",118859,0,0.623135075,36,0,0.440555907,7914,10,0,2,0,2,"young","rich"
"64205",66637,0,0.114624611,79,0,0.265717675,5900,6,0,1,0,2,"elder","middle rich"
"26650",27675,0,0.232710609,48,2,0.092323894,8545,8,0,0,1,2,"middle","rich"
"143540",148919,0,0.024460911,76,0,0.00430703,6500,3,0,0,0,0,"elder","middle rich"
"4319",4492,0,0.349776947,63,0,0.668812171,3417,8,0,1,0,0,"middle","poor"
"34944",36280,0,0.922403916,28,1,788,0,14,0,0,0,0,"young","poor"
"118330",122767,0,0.875161508,54,0,0.204578097,11139,15,0,0,0,1,"middle","rich"
"18245",18944,0,0.9999999,30,1,0.066954644,4166,6,1,0,0,1,"young","middle"
"2235",2325,0,0.148269541,65,0,869,5400,3,0,0,0,0,"middle","middle"
"135126",140174,0,0.9999999,53,1,0.05399061,3833,0,1,0,0,0,"middle","middle"
"59359",61617,0,0,59,0,0,2851,2,0,0,0,0,"middle","poor"
"74113",76919,0,0.043004597,51,0,0.417479893,9324,10,0,2,0,0,"middle","rich"
"75662",78535,0,0,43,0,0.164103076,10011,8,0,1,0,1,"young","rich"
"78151",81104,0,0.049254987,59,0,439,5400,5,0,1,0,0,"middle","middle"
"20787",21583,0,0.41712176,39,0,0.199466904,2250,8,0,0,0,1,"young","poor"
"32896",34153,0,0.331944169,58,0,0.094183399,4830,18,0,0,0,1,"middle","middle"
"9214",9572,0,0,37,0,0.507123219,4000,6,0,1,0,0,"young","middle"
"55087",57170,0,0.787519902,45,0,0.136675515,59900,14,0,2,0,1,"middle","rich"
"127952",132741,0,0.9999999,42,0,0.02529511,7708,3,0,0,0,1,"young","rich"
"34772",36104,0,0.041268337,54,0,0.036801454,2200,16,0,0,0,0,"middle","poor"
"10141",10543,0,0.00679322,55,0,0.373715657,40000,14,0,3,0,4,"middle","rich"
"121765",126331,0,0.015789822,63,0,0.00544384,9000,9,0,0,0,0,"middle","rich"
"38706",40184,0,0.129571292,25,0,0.138129496,2084,5,0,0,0,0,"young","poor"
"85912",89159,0,0,50,0,3041,5400,7,0,2,0,0,"middle","middle"
"41108",42676,0,0.066393805,46,0,0.041973107,13460,3,0,0,0,3,"middle","rich"
"116812",121197,0,0.409630626,70,0,0.647443291,2600,9,0,1,0,0,"middle","poor"
"130138",135003,0,0,72,0,0.002166306,6000,9,0,0,0,0,"middle","middle rich"
"38730",40208,0,0.079942898,49,2,3,5400,4,0,0,1,0,"middle","middle"
"115287",119614,0,0.000535695,40,0,0.350516609,9000,6,0,2,0,2,"young","rich"
"6995",7264,0,0.989592599,42,0,0.489888869,5488,9,0,1,0,3,"young","middle rich"
"97454",101140,0,0,50,0,921,5400,4,0,1,0,0,"middle","middle"
"63916",66337,0,0.447905345,44,0,0.153896316,3066,2,0,0,0,3,"young","poor"
"19417",20155,0,0.736116567,41,1,0.863063324,6900,7,0,2,0,0,"young","middle rich"
"4156",4319,0,0,51,0,0.303221289,5711,8,0,1,0,0,"middle","middle rich"
"18241",18940,0,0.273090906,70,0,0.10457442,8787,9,0,0,0,0,"middle","rich"
"4455",4633,0,0.149963622,48,0,0.395230238,13333,8,0,1,0,0,"middle","rich"
"125875",130590,0,0.043664944,72,0,35,5400,4,0,0,0,0,"middle","middle"
"75219",78069,0,0.016656219,43,0,0.880615971,6298,14,0,3,0,0,"young","middle rich"
"136505",141611,0,0.384513148,43,0,0.545589693,4035,7,0,1,0,1,"young","middle"
"28005",29083,0,0.710323745,61,1,0.401691874,3900,8,1,1,0,2,"middle","middle"
"142289",147617,0,0.012600229,46,1,0.169735398,8200,10,0,1,0,2,"middle","rich"
"5658",5873,0,0.233906437,24,0,0.020706456,820,2,0,0,0,0,"young","poor"
"93131",96656,0,0.019060447,81,0,0.013881177,1800,5,0,0,0,0,"elder","poor"
"88685",92034,0,0.139857343,71,0,1.143856144,1000,7,0,1,0,0,"middle","poor"
"30089",31228,0,0.451659539,48,2,0.719222462,4166,17,0,1,0,1,"middle","middle"
"220",225,0,0.455950788,63,1,0.701766078,6001,19,0,2,0,0,"middle","middle rich"
"61173",63495,0,0.217256487,76,0,7960,5400,29,0,3,0,1,"elder","middle"
"15088",15668,1,0.876641535,59,0,0.400036921,5416,14,0,0,0,0,"middle","middle rich"
"10541",10962,0,0.192298643,81,0,0.443889141,2200,7,0,1,0,0,"elder","poor"
"51089",53049,0,0.351129774,33,0,0.390058648,10400,9,0,1,0,0,"young","rich"
"94533",98108,0,0.43858253,59,1,0.258364523,8816,15,0,2,0,0,"middle","rich"
"83321",86482,0,0.015746498,66,0,0.302603278,13482,9,0,2,1,1,"middle","rich"
"107987",112044,0,0.131643929,60,0,0.176091195,20000,11,0,2,0,2,"middle","rich"
"67688",70238,0,0,55,0,1471,5400,6,0,1,0,0,"middle","middle"
"107818",111871,0,0.028985507,23,0,0.027027027,2700,5,0,0,1,0,"young","poor"
"1209",1255,0,0.141762552,78,0,0.028257457,5732,5,0,0,0,0,"elder","middle rich"
"97757",101451,0,0.047664906,63,0,2037,5400,12,0,1,0,0,"middle","middle"
"82455",85579,0,0.216094178,51,0,191,5400,5,0,0,0,0,"middle","middle"
"84495",87697,0,0.185800546,36,0,0.358554489,1770,6,0,0,0,0,"young","poor"
"16374",17000,0,0.014195522,53,0,10,5400,2,0,0,0,0,"middle","middle"
"139376",144595,0,0.022683583,51,0,0.264325936,3018,4,0,1,0,3,"middle","poor"
"1934",2007,0,0.047813534,86,0,0.003763643,5313,4,0,0,0,0,"elder","middle"
"94619",98199,0,0,48,0,0.295136576,1500,6,0,0,0,0,"middle","poor"
"125952",130667,0,0.216769912,35,0,0.337066293,10000,15,0,2,0,3,"young","rich"
"84341",87539,0,0.531342151,45,0,0.272246822,7000,8,0,1,0,1,"middle","middle rich"
"31503",32705,0,0.419513475,36,0,0.235656053,6500,8,0,1,0,3,"young","middle rich"
"2959",3076,0,0.020921244,40,0,0.304663738,5917,4,0,2,0,0,"young","middle rich"
"17677",18354,0,0.151946145,60,0,816,5400,15,0,1,0,0,"middle","middle"
"142716",148061,0,0.9999999,43,0,0.172905743,8200,4,0,1,0,2,"young","rich"
"127880",132668,0,0.574687747,54,0,0.527212201,12916,9,0,1,0,1,"middle","rich"
"1989",2066,0,0.836666107,71,0,0.073963018,2000,4,0,0,0,0,"middle","poor"
"17293",17957,0,0.021519139,81,0,0.0019995,8001,4,0,0,0,0,"elder","rich"
"107604",111649,0,0.007693585,79,0,0.158035034,2625,11,0,0,0,0,"elder","poor"
"132126",137071,0,0.424715057,63,0,0.021214338,4100,2,0,0,0,0,"middle","middle"
"67615",70161,0,0.018091817,58,0,0.00239976,10000,10,0,0,0,0,"middle","rich"
"131911",136845,1,0.755376182,60,0,0.242485549,3459,6,1,0,1,0,"middle","poor"
"109237",113343,0,0.464238394,41,0,0.401782653,5833,6,0,2,0,0,"young","middle rich"
"140278",145536,0,0.104377912,51,0,0.04563815,16586,6,0,0,0,1,"middle","rich"
"35471",36820,0,0.688213987,58,0,0.316698656,3125,11,0,0,0,0,"middle","poor"
"2846",2960,0,0.008382622,75,0,0.000637186,7846,4,0,0,0,0,"middle","rich"
"115134",119454,0,0.055420423,41,0,0.206118612,5850,16,0,2,0,0,"young","middle rich"
"90322",93750,0,0.651365272,63,0,4333,5400,18,0,2,0,0,"middle","middle"
"8922",9272,0,0.243969504,29,0,0.024156601,2400,2,0,0,0,0,"young","poor"
"111879",116073,0,0.12340163,55,0,190,5400,4,0,0,0,0,"middle","middle"
"55433",57535,0,0.001543178,37,0,0.00079968,2500,6,0,0,0,0,"young","poor"
"123055",127674,0,0.383174139,53,0,1.086995298,12333,18,0,4,0,2,"middle","rich"
"74715",77547,0,0.9999999,45,0,0.423932171,6250,5,0,1,0,2,"middle","middle rich"
"116439",120811,0,0.218196377,54,0,0.01348268,4820,5,0,0,1,0,"middle","middle"
"57756",59937,0,0.479660015,54,0,1.674530188,2500,9,0,2,0,2,"middle","poor"
"107403",111442,0,0.171482782,44,0,0.32885235,9000,12,0,1,0,0,"young","rich"
"90645",94084,0,0.018740047,49,0,0.359970002,12000,6,0,1,0,2,"middle","rich"
"76347",79236,0,0.261046874,49,0,0.722403532,5208,12,0,1,0,0,"middle","middle"
"44037",45708,0,0.333924777,39,0,0.553206685,7000,9,0,1,0,3,"young","middle rich"
"140317",145576,0,0.9999999,30,0,0.173978253,8000,6,0,0,0,0,"young","rich"
"38199",39651,0,0.057396944,79,0,0.028809803,7670,4,0,0,0,0,"elder","rich"
"129045",133878,0,0.534306402,40,0,0.353733459,4231,8,0,1,0,0,"young","middle"
"61576",63913,0,0.116572681,66,1,0.141322865,13500,6,0,1,0,2,"middle","rich"
"91777",95256,1,0.418538579,47,0,1.087703912,5700,25,0,7,0,4,"middle","middle rich"
"120461",124974,0,0.935041264,58,1,0.677085727,4350,7,0,1,0,1,"middle","middle"
"36096",37466,0,0.023154848,53,0,0.366684502,5606,10,0,2,0,3,"middle","middle rich"
"8861",9209,0,0.350028633,42,0,0.98249453,2741,10,0,1,0,2,"young","poor"
"81072",84134,0,0.060044338,40,0,0.4078478,9250,7,0,2,0,0,"young","rich"
"18680",19391,0,0.173717732,69,0,1580,5400,11,0,1,0,0,"middle","middle"
"53161",55176,0,0.126057828,64,0,0.580888081,3850,7,0,1,0,0,"middle","middle"
"7443",7730,0,0.075119807,75,0,0.314147228,3300,10,0,1,0,0,"middle","poor"
"8522",8853,0,0.928117673,37,1,0.470886688,4138,6,0,0,0,2,"young","middle"
"41161",42730,0,0.12954039,57,0,0.051237191,4000,10,0,0,0,0,"middle","middle"
"141863",147183,0,0.384871781,37,0,0.638788585,8584,15,0,2,0,0,"young","rich"
"71762",74480,0,0.368069325,46,0,0.345425617,6284,8,0,1,0,2,"middle","middle rich"
"61467",63800,0,0.229482807,40,0,0.589117477,5200,15,0,1,0,1,"young","middle"
"79285",82282,0,0.032246466,33,0,0.005441824,7717,6,0,0,0,0,"young","rich"
"52858",54862,0,0.853397033,68,0,1.269500924,2704,6,0,1,0,0,"middle","poor"
"25607",26584,0,0.985457754,44,0,6412,5400,16,0,2,0,0,"young","middle"
"143063",148419,0,0.04509549,42,0,0.058944227,5360,5,0,0,0,2,"young","middle"
"54249",56298,0,0.093181364,37,0,0.002835951,4583,2,0,0,0,0,"young","middle"
"122137",126716,0,0.001440148,68,0,0.421581158,5476,12,0,1,0,0,"middle","middle rich"
"24950",25910,0,0.525468026,74,0,0.434852547,3729,5,0,1,0,1,"middle","poor"
"109751",113870,0,0,41,0,997,5400,4,0,1,0,1,"young","middle"
"107988",112045,1,0.92823081,57,0,0.719571231,5783,15,0,2,0,1,"middle","middle rich"
"14398",14962,0,0.351833174,33,0,0.117302335,10408,12,0,0,0,0,"young","rich"
"83957",87143,0,0.960478962,45,2,0.540773532,8583,12,0,2,0,2,"middle","rich"
"128216",133014,0,0.420701976,62,0,0.449710058,5000,19,0,2,0,0,"middle","middle"
"109165",113267,0,0.357112371,54,2,0.510907504,4583,12,0,2,1,1,"middle","middle"
"68337",70910,0,0.040219988,25,0,0.414654455,1200,7,0,0,0,0,"young","poor"
"100994",104819,0,0.006928448,69,0,0.300792577,10345,14,0,2,0,1,"middle","rich"
"49451",51344,0,0.177989356,30,0,0.152633602,2600,16,0,0,0,1,"young","poor"
"13867",14405,0,0.200200909,55,0,0.192015638,13300,6,0,1,0,3,"middle","rich"
"74295",77107,0,0.020279189,73,0,255,5400,9,0,0,0,0,"middle","middle"
"60473",62769,0,0.845038499,48,0,0.313789655,11000,4,0,3,0,2,"middle","rich"
"104781",108746,0,0.130748668,54,0,0.07504363,4583,6,0,0,0,1,"middle","middle"
"71547",74255,0,0.9999999,31,0,0.289041096,2189,4,0,0,0,0,"young","poor"
"17715",18394,0,0.017842857,50,0,1578,5400,14,0,0,0,3,"middle","middle"
"22276",23126,0,0.06434394,67,0,0.368352413,6900,8,0,1,0,0,"middle","middle rich"
"131850",136783,0,0.074708216,40,0,0.051525355,9800,6,0,0,0,2,"young","rich"
"50709",52655,1,0.9999999,40,1,0.501051402,8559,4,2,3,0,1,"young","rich"
"113150",117393,0,0.017849108,68,0,35,0,1,0,0,0,0,"middle","poor"
"78807",81784,0,0.021591363,60,0,0.230974336,9000,4,0,1,0,1,"middle","rich"
"85823",89068,0,0.068646142,42,0,0.24739323,7000,11,0,1,0,0,"young","middle rich"
"102681",106576,0,0.341328634,48,0,0.577299683,7250,14,0,2,0,2,"middle","middle rich"
"36954",38361,0,0.145091105,57,0,0.366680236,9825,18,0,2,0,0,"middle","rich"
"104687",108650,0,0.9999999,33,0,0.116768862,3750,2,0,0,0,1,"young","poor"
"64763",67210,0,0.235790568,62,0,2405,5400,6,0,2,0,0,"middle","middle"
"1036",1075,0,0.788340389,43,0,0.099845092,7100,3,0,0,0,1,"young","middle rich"
"22920",23801,0,0.159201845,61,0,0.36531525,6930,19,0,2,0,0,"middle","middle rich"
"37407",38836,0,0.161676647,26,0,0.000874891,2285,1,0,0,0,0,"young","poor"
"54557",56618,0,0.001947222,78,0,528,5400,8,0,0,0,0,"elder","middle"
"4064",4225,0,0.003453635,80,0,0.003314917,1809,9,0,0,0,0,"elder","poor"
"63976",66400,0,0.015668674,60,0,0.128682536,4242,5,0,1,0,0,"middle","middle"
"82012",85117,0,0.023946108,88,0,0.006496752,2000,4,0,0,0,0,"elder","poor"
"2679",2784,0,0.032583137,31,0,0.068563593,5833,8,0,0,0,0,"young","middle rich"
"100549",104348,0,0.434117176,57,0,0.358571048,3750,16,0,0,0,0,"middle","poor"
"40237",41762,0,0.825389267,62,0,2877,5400,10,0,2,0,0,"middle","middle"
"19758",20511,0,0.009083697,51,0,2401,5400,18,0,1,0,0,"middle","middle"
"93742",97288,0,0.007182255,55,0,0.231907987,35733,9,0,1,0,4,"middle","rich"
"135105",140152,0,0.154510215,66,0,246,0,5,0,0,0,0,"middle","poor"
"88237",91566,0,0.204287927,61,0,343,5400,9,0,0,0,0,"middle","middle"
"81311",84378,0,0.201197376,41,0,1.168269231,2287,6,0,1,0,0,"young","poor"
"137388",142523,0,0.467118261,78,0,0.524317122,1500,9,0,0,0,0,"elder","poor"
"47167",48970,0,0.084159933,65,0,0.632216324,6027,7,0,2,0,0,"middle","middle rich"
"98239",101954,0,0.411772856,68,0,0.876830775,5666,11,0,2,1,0,"middle","middle rich"
"81602",84685,0,0.179407986,43,0,0.21920365,9643,11,0,1,0,0,"young","rich"
"94753",98337,0,0.562877219,55,0,0.440939014,8050,10,0,2,0,0,"middle","rich"
"131621",136544,0,0.043828855,78,0,2.141716567,500,6,0,1,0,0,"elder","poor"
"86640",89912,0,0.60087063,42,1,0.254936266,4000,6,0,0,0,2,"young","middle"
"52808",54810,1,0.934383202,42,0,38,5400,2,1,0,0,0,"young","middle"
"25329",26301,0,0.02437567,61,0,0.257233035,1900,6,0,0,0,1,"middle","poor"
"56599",58741,0,0.09495023,62,0,0.341329335,2000,3,0,1,0,1,"middle","poor"
"9520",9898,1,0,26,0,0.000639898,6250,3,0,0,0,0,"young","middle rich"
"4984",5183,0,0.309810172,28,0,303,0,4,0,0,0,0,"young","poor"
"2066",2144,0,0.128049492,46,1,0.519285488,6325,12,0,3,0,4,"middle","middle rich"
"87432",90730,0,0,22,0,0,1000,2,0,0,0,0,"young","poor"
"87728",91035,0,0.998668442,50,1,2543,5400,4,1,1,1,0,"middle","middle"
"54451",56510,0,0,33,0,0.78339719,3914,6,1,2,0,0,"young","middle"
"16102",16718,0,0.66759249,40,0,0.449610245,3591,5,0,1,0,0,"young","poor"
"139446",144669,0,0.016259771,51,0,0.005455229,5315,5,0,0,0,0,"middle","middle"
"139980",145228,0,0.001056094,43,0,0.258274232,1691,16,0,1,0,1,"young","poor"
"99609",103371,0,0.016134735,61,0,0.020947393,4200,19,0,0,0,1,"middle","middle"
"68208",70777,0,0.003796893,64,0,0.807612743,4833,13,0,1,0,0,"middle","middle"
"120876",125402,0,0.063815816,59,0,0.139674379,3500,9,0,0,0,1,"middle","poor"
"60540",62836,0,0.029247363,70,0,50,5400,6,0,0,0,0,"middle","middle"
"53645",55675,0,0,25,0,0.011764706,4334,6,0,0,0,0,"young","middle"
"92675",96186,0,0.007083065,45,0,0.000595167,8400,6,0,0,0,1,"middle","rich"
"132627",137593,0,0.671665774,54,4,0.325796031,6500,3,0,1,0,1,"middle","middle rich"
"27644",28706,0,0.04209579,36,0,0.132135613,3450,6,0,0,0,2,"young","poor"
"26355",27368,0,0.014430343,59,0,0.278632479,4094,5,0,1,0,0,"middle","middle"
"89885",93302,0,0.470826478,34,0,0.12409364,4826,6,0,0,0,0,"young","middle"
"102046",105925,0,0.07294961,41,0,0.301751094,6395,3,0,1,0,2,"young","middle rich"
"92281",95773,0,0.076627112,45,0,0.074654862,13327,6,0,1,0,2,"middle","rich"
"91213",94668,0,0,35,0,0.224222062,12500,9,0,2,0,2,"young","rich"
"67921",70480,0,0.886681776,75,0,0.223880597,2746,3,0,0,0,0,"middle","poor"
"126985",131740,0,0.141514339,64,0,0.021195761,5000,3,0,0,0,0,"middle","middle"
"114997",119315,0,0.0695105,75,0,0.011333333,7499,5,0,0,0,0,"middle","middle rich"
"54440",56499,0,0.96840316,41,0,0.178364327,5000,5,0,0,0,2,"young","middle"
"42760",44384,0,0.033465179,35,0,0.76566249,3750,3,0,1,0,0,"young","poor"
"17448",18116,0,0.003555443,81,0,0.480812641,3100,16,0,2,0,0,"elder","poor"
"74308",77120,0,0.396591789,33,0,0.427445831,6091,15,0,2,0,0,"young","middle rich"
"94689",98270,0,0.9999999,70,0,548,5400,1,1,0,0,0,"middle","middle"
"104878",108847,0,0.158971961,51,0,0.730024543,7333,16,0,2,0,0,"middle","middle rich"
"11221",11664,0,0.280819592,62,0,4603,5400,14,0,2,0,0,"middle","middle"
"470",487,0,0.015054291,59,0,929,5400,11,0,1,0,2,"middle","middle"
"75435",78295,0,0.003247771,53,0,12,5400,7,0,0,0,0,"middle","middle"
"32404",33646,0,0,25,0,0.002305919,1300,3,0,0,0,0,"young","poor"
"19805",20560,0,0.008883489,51,0,0.331769612,7673,18,0,1,0,0,"middle","rich"
"262",270,0,0.010402205,68,0,0.094140517,3600,6,0,1,0,0,"middle","poor"
"132499",137459,0,0.466132205,62,1,0.43010466,15000,16,0,3,0,3,"middle","rich"
"74947",77788,0,0.231153769,32,0,0.500749875,6000,5,0,2,0,0,"young","middle rich"
"58701",60924,0,0.024517189,29,0,0.385515728,4100,2,0,1,0,2,"young","middle"
"123089",127709,0,0.037211404,63,0,0.230153969,5000,6,0,1,0,0,"middle","middle"
"131664",136589,0,0.076879216,51,0,0.469596413,5574,11,0,1,0,1,"middle","middle rich"
"74767",77602,0,0.105926919,34,0,5782,5400,5,0,3,0,0,"young","middle"
"132287",137237,0,1.001653734,65,1,0.474400965,5800,10,0,1,0,2,"middle","middle rich"
"122801",127409,0,0.485341049,32,0,0.722853249,2200,9,0,1,0,2,"young","poor"
"113878",118154,0,0.181539563,58,1,0.395477619,6500,20,0,2,0,0,"middle","middle rich"
"99726",103493,0,0.87233322,31,0,0.187169959,5112,10,0,0,0,0,"young","middle"
"8245",8562,0,0.001363574,60,0,0.114412663,3600,2,0,1,0,0,"middle","poor"
"228",233,0,0.083945242,64,0,0.588073078,2900,6,0,1,0,0,"middle","poor"
"144220",149633,0,0.466153846,64,8,13.31223629,236,8,0,2,2,0,"middle","poor"
"31211",32407,0,0,43,0,0,11416,6,0,0,0,0,"young","rich"
"29473",30598,0,0.08695952,46,0,0.849651903,6750,7,0,1,0,2,"middle","middle rich"
"87302",90598,1,1.177325033,32,1,0.531096197,2234,9,0,0,1,1,"young","poor"
"52236",54227,0,0.135572885,38,0,0.325224551,2671,2,0,1,0,0,"young","poor"
"21840",22680,0,0.019077478,50,0,0.223720267,9122,9,0,1,0,1,"middle","rich"
"78963",81947,0,0.022991403,48,0,0.391655704,5320,12,0,1,0,3,"middle","middle"
"120330",124840,0,0.001079957,65,0,0.08854613,3500,4,0,0,0,0,"middle","poor"
"112829",117059,1,0.9999999,29,0,0.096301233,3000,1,2,0,0,0,"young","poor"
"45353",47080,0,0.149938042,31,0,2254,5400,9,0,1,0,0,"young","middle"
"48073",49908,0,0.260168496,46,0,0.180191972,4583,5,0,0,0,0,"middle","middle"
"98208",101921,0,0.300777196,61,0,2794,5400,4,0,2,0,0,"middle","middle"
"5389",5600,0,0.046796256,77,0,0.002756608,6166,4,0,0,0,0,"elder","middle rich"
"71944",74672,0,0.382553201,46,0,4158,5400,11,0,2,0,0,"middle","middle"
"7731",8031,0,0.42186452,34,0,0.034866533,11500,6,0,0,0,1,"young","rich"
"28221",29302,0,0.016859493,59,0,14,5400,2,0,0,0,0,"middle","middle"
"61410",63741,0,0.017101399,49,0,2181,5400,7,0,2,0,3,"middle","middle"
"68016",70575,0,0.50909818,66,0,0.294990229,11257,6,0,2,0,1,"middle","rich"
"78904",81884,0,0.033573213,58,0,0.039086687,2583,4,0,0,0,0,"middle","poor"
"91218",94673,0,0,39,0,0.378928387,3881,9,1,1,0,0,"young","middle"
"120257",124767,0,0.653423105,68,0,0.192972433,7000,5,0,0,0,0,"middle","middle rich"
"141768",147084,1,0.244349718,64,0,1.225050916,981,13,0,1,0,0,"middle","poor"
"115621",119961,0,0.396731025,43,0,0.477957284,7303,7,0,2,0,1,"young","middle rich"
"46338",48102,0,0.80883556,37,0,0.607906476,6500,12,0,2,0,4,"young","middle rich"
"51580",53557,0,0.164992489,52,0,0.19844502,2700,10,0,0,0,4,"middle","poor"
"124029",128678,0,0.300399772,24,0,0.118328506,2416,5,0,0,0,1,"young","poor"
"14674",15243,0,0.119634103,43,1,2048,5400,9,0,1,0,0,"young","middle"
"13502",14026,0,0.005768787,65,0,0.157150528,5586,2,0,1,0,0,"middle","middle rich"
"143166",148527,0,0,62,0,266,0,7,0,0,0,0,"middle","poor"
"109922",114048,0,0.944441793,30,0,0.220017581,7962,13,0,0,0,0,"young","rich"
"143907",149313,0,0.184545353,36,0,0.509665622,11483,12,0,5,0,0,"young","rich"
"7255",7535,1,0.178820724,51,0,0.185401217,12000,18,0,1,0,1,"middle","rich"
"93380",96913,0,0.365430356,51,0,0.611333847,12969,30,0,2,0,2,"middle","rich"
"46030",47785,0,0.186159183,43,0,0.047658724,6000,10,0,0,0,0,"young","middle rich"
"24972",25933,0,0.662440627,53,0,0.159898477,4333,1,0,0,0,0,"middle","middle"
"98343",102061,0,0.029042442,77,0,0.024325225,3000,9,0,0,0,0,"elder","poor"
"138373",143552,0,0.077413614,31,0,0.24925025,3000,12,0,0,0,0,"young","poor"
"24143",25073,0,0.025272153,65,0,2744,5400,8,0,1,0,0,"middle","middle"
"32008",33235,0,0.9999999,36,0,515,5400,2,2,0,0,2,"young","middle"
"79643",82654,0,0.057996686,49,0,0.195154778,5200,10,0,2,0,1,"middle","middle"
"88270",91600,0,0.001652102,59,0,0.100764732,6668,5,0,1,0,1,"middle","middle rich"
"47754",49579,0,0.061768695,80,0,0.185953512,4000,4,0,0,0,0,"elder","middle"
"93823",97369,0,0.039578515,47,0,0.252436891,4000,6,0,1,0,0,"middle","middle"
"3765",3914,0,0.06331466,35,0,2343,5400,6,0,2,0,0,"young","middle"
"67304",69842,0,0.138352063,51,0,1.180984153,2397,18,0,4,0,0,"middle","poor"
"99709",103474,0,0.003233226,75,0,0.094885542,11750,6,0,1,0,1,"middle","rich"
"114124",118408,0,0.024674383,49,0,0.017028773,1702,3,0,0,0,0,"middle","poor"
"49051",50930,0,0.002726339,66,0,0.215623852,8166,21,0,1,0,0,"middle","rich"
"46634",48412,0,0.434164558,51,2,0.018445096,5800,3,0,0,0,0,"middle","middle rich"
"50961",52918,0,0.992620859,40,0,0.881581871,4500,12,0,2,0,0,"young","middle"
"81685",84769,0,0.9999999,25,0,0.1757601,2400,2,0,0,0,0,"young","poor"
"142193",147521,0,1.107892108,21,0,0.008247938,4000,2,0,0,0,0,"young","middle"
"97254",100929,0,0.095989335,52,0,1075,5400,11,0,1,0,1,"middle","middle"
"66327",68832,0,0.025778488,85,0,127,5400,2,0,0,0,0,"elder","middle"
"16099",16715,0,0.058153892,53,0,0.2424531,10500,8,0,1,0,3,"middle","rich"
"113734",118003,0,0.429742614,40,0,0.957660893,25342,18,0,8,0,0,"young","rich"
"44593",46290,0,0.856628674,41,0,0.330036439,1920,3,0,0,0,0,"young","poor"
